project_id;item_number;block_number;plan_number;Area;GSR;Location_Gmaps;;;;
9800015;;;;;;https://www.google.com/maps?q=24.76014686,46.70778597;Jadah 42;;;
9800016;;;;;;https://www.google.com/maps?q=24.65972689,46.75336324;Jadah 43;;;
1700001;;;;;;https://www.google.com/maps?q=24.8512956,46.65239842;Aress Compound;;;
1700002;;;;;;https://www.google.com/maps?q=24.82461007,46.69587514;Al Soliman Business Compound;;;
1700003;;;;;;https://www.google.com/maps?q=24.89989332,46.61986265;Al Soliman Blue Dar Compound 129;;;
1700004;;;;;;https://www.google.com/maps?q=24.90074378,46.62191149;Al Soliman Blue Dar Compound 130;;;
1700005;;;;;;https://www.google.com/maps?q=24.9104081,46.61509353;Al Soliman Blue Dar Compound 134;;;
6200007;;;;;;https://www.google.com/maps?q=24.83170422,46.74094312;Makeen 30;;;
6200008;;;;;;https://www.google.com/maps?q=24.81486299,46.78810778;Makeen 31;;;
6200009;;;;;;https://www.google.com/maps?q=24.80431387,46.77246778;Makeen 32;;;
6200010;;;;;;https://www.google.com/maps?q=24.88133944,46.62946562;Makeen 34;;;
6200011;;;;;;https://www.google.com/maps?q=24.90051786,46.60742084;Makeen 35;;;
6200012;;;;;;https://www.google.com/maps?q=24.89998501,46.60890777;Makeen 36;;;
6200013;;;;;;https://www.google.com/maps?q=24.86119721,46.62681572;Makeen 37;;;
6200014;;;;;;https://www.google.com/maps?q=24.82617127,46.65170389;Makeen 38;;;
6200015;;;;;;https://www.google.com/maps?q=24.8463871,46.79203059;Makeen 39;;;
6200016;;;;;;https://www.google.com/maps?q=24.93613393,46.7876834;Makeen 42;;;
6200017;;;;;;https://www.google.com/maps?q=24.90195712,46.643653;Makeen 46;;;
6200018;;;;;;https://www.google.com/maps?q=24.86866081,46.6286744;Makeen 47;;;
6200019;;;;;;https://www.google.com/maps?q=24.67886257,46.75706038;Makeen 48;;;
6200020;;;;;;https://www.google.com/maps?q=24.9090061,46.61527461;Makeen 50;;;
6200021;;;;;;https://www.google.com/maps?q=24.78080915,46.74266587;Makeen Square 51;;;
6200022;;;;;;https://www.google.com/maps?q=24.88688022,46.62605802;Makeen 52;;;
6200023;;;;;;https://www.google.com/maps?q=24.82056743,46.6223225;Makeen 54;;;
6200024;;;;;;https://www.google.com/maps?q=24.89390517,46.62309537;Makeen 56;;;
6200025;;;;;;https://www.google.com/maps?q=24.82726421,46.64282189;Makeen 57;;;
6200026;;;;;;https://www.google.com/maps?q=24.8463317,46.83782983;Makeen 59;;;
6200027;;;;;;https://www.google.com/maps?q=24.80630979,46.59789058;Makeen 28;;;
6200028;;;;;;https://www.google.com/maps?q=24.82767041,46.64376037;Makeen 27;;;
6200029;;;;;;https://www.google.com/maps?q=24.77636256,46.71361681;Makeen 26;;;
6200030;;;;;;https://www.google.com/maps?q=24.79468055,46.6253648;Makeen 25;;;
6200031;;;;;;https://www.google.com/maps?q=24.78365926,46.61676541;Makeen 24;;;
6200032;;;;;;https://www.google.com/maps?q=24.81337073,46.59433553;Makeen 19;;;
6200033;;;;;;https://www.google.com/maps?q=24.82539403,46.60021829;Makeen 18;;;
6200034;;;;;;https://www.google.com/maps?q=24.81529351,46.60252001;Makeen 17;;;
6200035;;;;;;https://www.google.com/maps?q=24.77314983,46.61721387;Makeen 15;;;
6200036;;;;;;https://www.google.com/maps?q=24.81120112,46.59061091;Makeen 13;;;
6200037;;;;;;https://www.google.com/maps?q=24.81303573,46.59093679;Makeen 12;;;
500002;;;;;;https://www.google.com/maps?q=24.92688326,46.63560193;Jawharat AlRamz;;;
500003;;;;;;https://www.google.com/maps?q=24.84897629,46.78399594;Tal Alrimal 1 & 2;;;
500004;;;;;;https://www.google.com/maps?q=24.78012511,46.58133351;Rafd Office Community;;;
500005;;;;;;https://www.google.com/maps?q=24.83845519,46.74035432;Ramz 19;;;
500006;;;;;;https://www.google.com/maps?q=24.73757342,46.60446395;Ramz 21;;;
500007;;;;;;https://www.google.com/maps?q=24.82427091,46.63373601;Ramz 23;;;
500008;;;;;;https://www.google.com/maps?q=24.8245203,46.63359101;Ramz 24;;;
500009;;;;;;https://www.google.com/maps?q=24.83236272,46.64839392;Ramz 25;;;
500010;;;;;;https://www.google.com/maps?q=24.83263485,46.6482566;Ramz 26;;;
500011;;;;;;https://www.google.com/maps?q=24.83374094,46.65346581;Ramz 29;;;
500012;;;;;;https://www.google.com/maps?q=24.83350667,46.65357533;Ramz 30;;;
500013;;;;;;https://www.google.com/maps?q=24.82316725,46.62868012;Ramz 31;;;
500014;;;;;;https://www.google.com/maps?q=24.83757219,46.74842427;Ramz 33;;;
500015;;;;;;https://www.google.com/maps?q=24.78048397,46.59111952;Ramz 35;;;
500016;;;;;;https://www.google.com/maps?q=24.78069691,46.59106334;Ramz 36;;;
500017;;;;;;https://www.google.com/maps?q=24.76726747,46.58922581;Ramz 37;;;
500018;;;;;;https://www.google.com/maps?q=24.90082427,46.64085703;Ramz 41;;;
500019;;;;;;https://www.google.com/maps?q=24.7186199,46.78429277;Ramz 48;;;
500020;;;;;;https://www.google.com/maps?q=24.78840992,46.6285331;Stone Complex;;;
500021;;;;;;https://www.google.com/maps?q=24.80491855,46.6158146;Ramz Faseelah Square;;;
500022;;;;;;https://www.google.com/maps?q=24.82241231,46.60572981;Al Ramz Office Tower;;;
500023;;;;;;https://www.google.com/maps?q=24.66454966,46.76719798;Al Ramz Sadeem;;;
500024;;;;;;https://www.google.com/maps?q=24.84946042,46.65593927;Al Ramz Jadeel Floors;;;
500025;;;;;;https://www.google.com/maps?q=24.665502,46.76682043;Al Ramz Sadeem Villas;;;
500026;;;;;;https://www.google.com/maps?q=24.75055199,46.58461448;Office Community;;;
9300002;;;;;;https://www.google.com/maps?q=24.80884033,46.5974708;Ishraqa 01;;;
9300003;;;;;;https://www.google.com/maps?q=24.8205141,46.58797912;Ishraqa 03;;;
9300004;;;;;;https://www.google.com/maps?q=24.7798511,46.58856725;Israqa Villas 04;;;
9300005;;;;;;https://www.google.com/maps?q=24.82036006,46.60713096;Ishraqa 5;;;
9300006;;;;;;https://www.google.com/maps?q=24.851744,46.66453836;Ishraqa 6;;;
9300007;;;;;;https://www.google.com/maps?q=24.82528233,46.60147986;Ishraqa Villas 07;;;
9300008;;;;;;https://www.google.com/maps?q=24.82518978,46.60123708;Ishraqa Apartments  07;;;
9300009;;;;;;https://www.google.com/maps?q=24.85392951,46.66651986;Ishraqa 8;;;
9300010;;;;;;https://www.google.com/maps?q=24.76424649,46.68378908;Ishraqa 9;;;
9300011;;;;;;https://www.google.com/maps?q=24.85284605,46.79759129;Ishraqa 10;;;
9300012;;;;;;https://www.google.com/maps?q=24.72006747,46.68589775;Israqa Villas 11;;;
9300013;;;;;;https://www.google.com/maps?q=24.68105176,46.58204242;Ishraqa 12;;;
9300014;;;;;;https://www.google.com/maps?q=24.88070578,46.61140477;Ishraqa 13;;;
9300015;;;;;;https://www.google.com/maps?q=24.7941508,46.71067439;Ishraqa 15;;;
12200001;;;;;;https://www.google.com/maps?q=24.86973635,46.62403022;Magna 1;;;
12200002;;;;;;https://www.google.com/maps?q=24.81788421,46.62995507;Magna 1;;;
12200003;;;;;;https://www.google.com/maps?q=24.86901533,46.62420864;Magna 3;;;
12200004;;;;;;https://www.google.com/maps?q=24.86786146,46.62480738;Magna 4;;;
12200005;;;;;;https://www.google.com/maps?q=24.86104619,46.65873688;Magna 2;;;
12200006;;;;;;https://www.google.com/maps?q=24.87081561,46.62187549;Magna 5;;;
12200007;;;;;;https://www.google.com/maps?q=24.87314702,46.62005632;Magna 6;;;
12200008;;;;;;https://www.google.com/maps?q=24.89630356,46.61607008;Magna 8;;;
12200009;;;;;;https://www.google.com/maps?q=24.89843473,46.62282278;Magna 23;;;
12200010;;;;;;https://www.google.com/maps?q=24.85564388,46.67381606;Magna 24;;;
12200011;;;;;;https://www.google.com/maps?q=24.87043341,46.62766087;Magna 25;;;
12200012;;;;;;https://www.google.com/maps?q=24.87684719,46.62033137;Magna 26;;;
12200013;;;;;;https://www.google.com/maps?q=24.85878695,46.67003777;Magna 28;;;
12200014;;;;;;https://www.google.com/maps?q=24.8936297,46.62247581;Magna 30;;;
12200015;;;;;;https://www.google.com/maps?q=24.90130344,46.6259107;Magna 32;;;
12200016;;;;;;https://www.google.com/maps?q=24.85352472,46.66207493;Magna 33;;;
12200017;;;;;;https://www.google.com/maps?q=24.90353347,46.63746261;Magna 35;;;
12200018;;;;;;https://www.google.com/maps?q=24.87849049,46.60780812;Magna 39;;;
12200019;;;;;;https://www.google.com/maps?q=24.89762888,46.61650407;Magna 41;;;
12200020;;;;;;https://www.google.com/maps?q=24.87870918,46.60866003;Magna 42;;;
12200021;;;;;;https://www.google.com/maps?q=24.87072027,46.62676109;Magna 43;;;
12200022;;;;;;https://www.google.com/maps?q=24.87640566,46.60430457;Magna 45;;;
12200023;;;;;;https://www.google.com/maps?q=24.76952511,46.66322628;Magna 47;;;
12200024;;;;;;https://www.google.com/maps?q=24.85455368,46.66824918;Magna 48;;;
12200025;;;;;;https://www.google.com/maps?q=24.8735347,46.62316291;Magna 61;;;
12200026;;;;;;https://www.google.com/maps?q=24.81331054,46.76259954;Magna 63;;;
12200027;;;;;;https://www.google.com/maps?q=24.83551868,46.76292618;Magna 64;;;
12200028;;;;;;https://www.google.com/maps?q=24.86196182,46.81259838;Magna 67;;;
12200029;;;;;;https://www.google.com/maps?q=24.86070898,46.81006877;Magna 68;;;
12200030;;;;;;https://www.google.com/maps?q=24.89996004,46.60805953;Magna 69;;;
12200031;;;;;;https://www.google.com/maps?q=24.73070086,46.79744846;Magna 71;;;
12200032;;;;;;https://www.google.com/maps?q=24.73122857,46.79946295;Magna 72;;;
12200033;;;;;;https://www.google.com/maps?q=24.71443132,46.77484901;Magna 108 (apart.);;;
12200034;;;;;;https://www.google.com/maps?q=24.71419319,46.77504079;Magna 108 (villas);;;
1300007;;;;9845;;https://www.google.com/maps?q=24.74531285,46.80270307;Asala Residence - Al Nahdah;;;
1300008;;;;2818;;https://www.google.com/maps?q=24.67667301,46.78420637;Asala Residence - Al Jazeera;;;
1300009;;;;9000;;https://www.google.com/maps?q=24.80574641,46.5894861;Asala Residence - Al Malqa;;;
1300010;;;;72000;;https://www.google.com/maps?q=24.65798318,46.75890517;Eyal Riyadh Heights;;;
1300011;;;;479716;;https://www.google.com/maps?q=24.92284235,46.64315995;Asala Al Juwan;;;
1300012;;;;249000;;https://www.google.com/maps?q=24.86305251,46.6189847;Tura;;;
8000002;;;;;;https://www.google.com/maps?q=24.73323789,46.60300384;Oluo 08;;;
8000003;;;;;;https://www.google.com/maps?q=24.76247694,46.66544156;Oluo 09;;;
8000004;;;;;;https://www.google.com/maps?q=24.88676597,46.6036277;Oluo 10;;;
8000005;;;;;;https://www.google.com/maps?q=24.89852963,46.62142487;Oluo Height 13;;;
8000006;;;;;;https://www.google.com/maps?q=24.85978539,46.65067381;Oluo 14;;;
8000007;;;;;;https://www.google.com/maps?q=24.87062368,46.65106117;Oluo Height 15;;;
8000008;;;;;;https://www.google.com/maps?q=24.82353276,46.68171249;Olou Height 16;;;
8900008;;;;;;https://www.google.com/maps?q=24.73367734,46.65025981;Zan residence;;;
8900009;;;;;;https://www.google.com/maps?q=24.81900898,46.58757455;Bayat Viila 03;;;
8900010;;;;;;https://www.google.com/maps?q=24.80473775,46.66496018;Bayat Villa 04;;;
8900011;;;;;;https://www.google.com/maps?q=24.79935557,46.71174111;Bayat 01;;;
8900012;;;;;;https://www.google.com/maps?q=24.79747982,46.70742178;Bayat 10;;;
8900013;;;;;;https://www.google.com/maps?q=24.78546468,46.74399291;Bayat 11;;;
8900014;;;;;;https://www.google.com/maps?q=24.81502721,46.60262618;Bayat 12;;;
8900015;;;;;;https://www.google.com/maps?q=24.79002731,46.69135601;Bayat 13;;;
8900016;;;;;;https://www.google.com/maps?q=24.763223,46.70858716;Bayat 15;;;
8900017;;;;;;https://www.google.com/maps?q=24.8407244,46.66706507;Bayat 16;;;
8900018;;;;;;https://www.google.com/maps?q=24.7398374,46.60860452;Bayat 17;;;
8900019;;;;;;https://www.google.com/maps?q=24.73903194,46.68770107;Bayat 18;;;
8900020;;;;;;https://www.google.com/maps?q=24.75978322,46.66898891;Bayat 19;;;
8900021;;;;;;https://www.google.com/maps?q=24.80960349,46.58848066;Bayat 20;;;
8900022;;;;;;https://www.google.com/maps?q=24.8159181,46.61022404;Bayat 21;;;
8900023;;;;;;https://www.google.com/maps?q=24.81680581,46.71882728;Bayat 22;;;
1400046;;;;;;https://www.google.com/maps?q=24.82155291,46.60366952;WATAD Tower;;;
12300001;;;;;;https://www.google.com/maps?q=24.78077009,46.61990971;Sayl 24;;;
12300002;;;;;;https://www.google.com/maps?q=24.79307279,46.6144204;Sayl 25;;;
12300003;;;;;;https://www.google.com/maps?q=24.8439294,46.66932609;Sayl 26;;;
12300004;;;;;;https://www.google.com/maps?q=24.78603375,46.58941367;Sayl 28;;;
12300005;;;;;;https://www.google.com/maps?q=24.80469128,46.68334036;Sayl 31;;;
12300006;;;;;;https://www.google.com/maps?q=24.79631896,46.62322222;Sayl 32;;;
12300007;;;;;;https://www.google.com/maps?q=24.79472984,46.62269106;Sayl 33;;;
12300008;;;;;;https://www.google.com/maps?q=24.89460268,46.6220129;Sayl 34;;;
12300009;;;;;;https://www.google.com/maps?q=24.85732457,46.66229647;Sayl 35;;;
12300010;;;;;;https://www.google.com/maps?q=24.86018423,46.66015189;Sayl 37;;;
5900001;;;;;;https://www.google.com/maps?q=24.89722277,46.64263715;Nassem Khuzam;;;
5900002;;;;;;https://www.google.com/maps?q=24.68352581,46.57891298;Tiraz Avenue;;;
5900003;;;;;;https://www.google.com/maps?q=24.87618504,46.6464226;Tiraz Qutoof;;;
5900004;;;;;;https://www.google.com/maps?q=24.6829276,46.58272042;Tiraz Pavilon;;;
5900005;;;;;;https://www.google.com/maps?q=24.85814452,46.63378343;Tiraz Gardens;;;
5900006;;;;;;https://www.google.com/maps?q=24.73864592,46.52460977;Cave;;;
8400004;;;;;;https://www.google.com/maps?q=24.69235591,46.80402697;Diaar 4;;;
8400005;;;;;;https://www.google.com/maps?q=24.78518824,46.69492501;Diaar 5;;;
8400006;;;;;;https://www.google.com/maps?q=24.79367176,46.61885895;Diaar 6;;;
8400007;;;;;;https://www.google.com/maps?q=24.78800949,46.62555977;Diaar 7;;;
8400008;;;;;;https://www.google.com/maps?q=24.79392227,46.6180737;Diaar 8;;;
8400009;;;;;;https://www.google.com/maps?q=24.69198141,46.80364065;Diaar 9;;;
8400010;;;;;;https://www.google.com/maps?q=24.76494522,46.70694742;Diaar 10;;;
8400011;;;;;;https://www.google.com/maps?q=24.78187829,46.73637828;Diaar 11;;;
8400012;;;;;;https://www.google.com/maps?q=24.74284817,46.6905161;Diaar 12;;;
8400013;;;;;;https://www.google.com/maps?q=24.69913654,46.76403566;Diaar 13;;;
8400014;;;;;;https://www.google.com/maps?q=24.83276058,46.75446659;Diaar 14;;;
8400015;;;;;;https://www.google.com/maps?q=24.7659309,46.72470912;Diaar 15;;;
8400016;;;;;;https://www.google.com/maps?q=24.69091973,46.79712573;Diaar 16;;;
8400017;;;;;;https://www.google.com/maps?q=24.80435841,46.74717249;Diaar 17;;;
8400018;;;;;;https://www.google.com/maps?q=24.82955287,46.73788625;Diaar 18;;;
8400019;;;;;;https://www.google.com/maps?q=24.84448643,46.67718068;Diaar 19;;;
8400020;;;;;;https://www.google.com/maps?q=24.82828686,46.59308661;Diaar 20;;;
8400021;;;;;;https://www.google.com/maps?q=24.83146922,46.73310853;Diaar 21;;;
8400022;;;;;;https://www.google.com/maps?q=24.8389807,46.66874444;Diaar 22;;;
8400023;;;;;;https://www.google.com/maps?q=24.83868383,46.68363158;Diaar 24;;;
8400024;;;;;;https://www.google.com/maps?q=24.68264122,46.79510612;Diaar 25;;;
8400025;;;;;;https://www.google.com/maps?q=24.78126984,46.63182543;Diaar 26;;;
8400026;;;;;;https://www.google.com/maps?q=24.78679234,46.6714941;Diaar 27;;;
8400027;;;;;;https://www.google.com/maps?q=24.73809643,46.75474092;Diaar 28;;;
8400028;;;;;;https://www.google.com/maps?q=24.78725484,46.67112073;Diaar 29;;;
4500002;;;;;;https://www.google.com/maps?q=24.88835831,46.65411754;Calma 10;;;
4500003;;;;;;https://www.google.com/maps?q=24.8615455,46.8116711;Calma 11;;;
4500004;;;;;;https://www.google.com/maps?q=24.90875587,46.85784052;Calma JN130;;;
4500005;;;;;;https://www.google.com/maps?q=24.85126121,46.65824637;Calma NR150&NR160;;;
4500006;;;;;;https://www.google.com/maps?q=24.81532404,46.62985579;Calma YS170;;;
4500007;;;;;;https://www.google.com/maps?q=24.79209544,46.74140651;Calma SH90;;;
2600002;;;;;;https://www.google.com/maps?q=24.6750939,46.69809401;Al Olaya Residential Tower;;;
2600003;;;;;;https://www.google.com/maps?q=24.7581559,46.64676526;Al Adwan Residential Tower;;;
2600004;;;;;;https://www.google.com/maps?q=24.83032395,46.59560731;Al Qirawan Building;;;
2600005;;;;;;https://www.google.com/maps?q=24.68135719,46.70846625;Sanam Tower;;;
2600006;;;;;;https://www.google.com/maps?q=24.78376813,46.74685519;Signature;;;
4600002;;;;;;https://www.google.com/maps?q=24.69445932,46.68241302;Sukun Tower;;;
4600003;;;;;;https://www.google.com/maps?q=24.74091734,46.64834122;Jahez;;;
3800002;;;;;;https://www.google.com/maps?q=24.69371171,46.68319583;Jatheer Tower;;;
600001;;;;;;https://www.google.com/maps?q=24.8671436,46.75078044;Elie Saab;;;
600002;;;;;;https://www.google.com/maps?q=24.81992702,46.53948748;Shams;;;
2300003;;;;;;https://www.google.com/maps?q=24.76757746,46.56732436;Palms Villas;;;
2300004;;;;;;https://www.google.com/maps?q=24.76739441,46.57097436;Gardens Villas;;;
2300005;;;;;;https://www.google.com/maps?q=24.77091931,46.56819073;Hills Residential Villas;;;
2300006;;;;;;https://www.google.com/maps?q=24.77152698,46.56541327;Palm View ofiices;;;
2300007;;;;;;https://www.google.com/maps?q=24.77118173,46.57332127;Albasateen Offices;;;
12400001;;;;;;https://www.google.com/maps?q=24.71943442,46.66605033;Khawalid 1;;;
12400002;;;;;;https://www.google.com/maps?q=24.8119798,46.6044694;Khawalid 4;;;
12400003;;;;;;https://www.google.com/maps?q=24.73158642,46.60446047;Khawalid 7;;;
12400004;;;;;;https://www.google.com/maps?q=24.75102111,46.65873016;Khawalid 8;;;
12400005;;;;;;https://www.google.com/maps?q=24.82987454,46.62896772;Khawalid 9;;;
12400006;;;;;;https://www.google.com/maps?q=24.75051552,46.58833681;Khawalid 10;;;
12400007;;;;;;https://www.google.com/maps?q=24.71137628,46.63960463;Khawalid 11;;;
12400008;;;;;;https://www.google.com/maps?q=24.69734695,46.6935515;Khawalid 12;;;
12400009;;;;;;https://www.google.com/maps?q=24.78187584,46.82720272;Khawalid 13;;;
12400010;;;;;;https://www.google.com/maps?q=24.86559982,46.63494485;Khawalid 15;;;
12500001;;;;;;https://www.google.com/maps?q=24.87810742,46.64353991;Sekak Masharef;;;
12500002;;;;;;https://www.google.com/maps?q=24.88567466,46.63107586;Sekak Almuhrah;;;
12500003;;;;;;https://www.google.com/maps?q=24.88053319,46.6492432;Sekak Telala;;;
12500004;;;;;;https://www.google.com/maps?q=24.7668073,46.65656304;Sekak Alghadeer;;;
10700005;;;;;;https://www.google.com/maps?q=24.82000602,46.80253068;Najd One;;;
12600001;;;;;;https://www.google.com/maps?q=24.81430603,46.59292539;Nayan 4845;;;
12600002;;;;;;https://www.google.com/maps?q=24.79156614,46.62234249;Nayan 3832;;;
12600003;;;;;;https://www.google.com/maps?q=24.79605195,46.61339674;Nayan 2909;;;
12600004;;;;;;https://www.google.com/maps?q=24.82031019,46.58536035;Nayan 3569;;;
12600005;;;;;;https://www.google.com/maps?q=24.82239576,46.62681505;Nayan 3299;;;
12600006;;;;;;https://www.google.com/maps?q=24.83854721,46.75424844;Nayan 7580;;;
12600007;;;;;;https://www.google.com/maps?q=24.79876987,46.62217217;Nayan 3794;;;
12600008;;;;;;https://www.google.com/maps?q=24.86076232,46.66153197;Nayan 3839;;;
12600009;;;;;;https://www.google.com/maps?q=24.85002738,46.65273717;Nayan 2880;;;
12600010;;;;;;https://www.google.com/maps?q=24.81247758,46.61200169;Nayan 7119;;;
12600011;;;;;;https://www.google.com/maps?q=24.81262205,46.61235943;Nayan 7110;;;
5700001;;;;;;https://www.google.com/maps?q=24.87677214,46.65248873;Alkhoyool 58;;;
5700002;;;;;;https://www.google.com/maps?q=24.87103986,46.64550039;Alkhoyool Sakina 9;;;
5700003;;;;;;https://www.google.com/maps?q=24.87042637,46.64404195;Alkhoyool Uptown;;;
5700004;;;;;;https://www.google.com/maps?q=24.87221986,46.64830141;Alkhoyool Uptown;;;
5700005;;;;;;https://www.google.com/maps?q=24.87179385,46.64713681;Alkhoyool Sakina 10;;;
6100001;;;;;;https://www.google.com/maps?q=24.73793771,46.62877579;U walk;;;
6100002;;;;;;https://www.google.com/maps?q=24.69568911,46.72841629;The View;;;
6100003;;;;;;https://www.google.com/maps?q=24.55841073,46.63728229;Salaam mall;;;
6100004;;;;;;https://www.google.com/maps?q=24.7717959,46.66870117;Tala mall;;;
6100005;;;;;;https://www.google.com/maps?q=24.69836523,46.62997971;Jewel of Riyadh;;;
6100006;;;;;;https://www.google.com/maps?q=24.76772141,46.71536501;Al Nakheel Mall;;;
6100007;;;;;;https://www.google.com/maps?q=24.77422874,46.77600548;Al Hamra Mall;;;
12700001;;;;;;https://www.google.com/maps?q=24.78171996,46.63861713;Garden Tower;;;
12700002;;;;;;https://www.google.com/maps?q=24.84183293,46.75747979;Green Oasis;;;
12700003;;;;;;https://www.google.com/maps?q=24.857425,46.79240003;Sama;;;
12800001;;;;;;https://www.google.com/maps?q=24.79675402,46.63267197;Valen Tower;;;
12800002;;;;;;https://www.google.com/maps?q=24.71348575,46.78536579;Lumera;;;
12800003;;;;;;https://www.google.com/maps?q=24.87744728,46.62971051;V compound;;;
12100001;;;;;;https://www.google.com/maps?q=24.82010196,46.62022904;Al-Joud COMPLEX 1368;;;
12100002;;;;;;https://www.google.com/maps?q=24.73967828,46.6904662;Dura Aljoud Towers;;;
12100003;;;;;;https://www.google.com/maps?q=24.81426583,46.62142775;1383 COMPLEX;;;
900001;;;;;;https://www.google.com/maps?q=24.96847265,46.83454295;Alasila;;;
900002;;;;;;https://www.google.com/maps?q=24.92669225,46.7888369;Altameer;;;
900003;;;;;;https://www.google.com/maps?q=24.80345611,46.62740667;Sumou park;;;
12900001;;;;;;https://www.google.com/maps?q=24.91812188,46.91839942;Future City & Asdaam project;;;
12900002;;;;;;https://www.google.com/maps?q=24.90708919,46.90083163;Riyadh Grove;;;
12900003;;;;;;https://www.google.com/maps?q=24.90592762,46.95298667;East Gate;;;
12900004;;;;;;https://www.google.com/maps?q=24.79136746,46.75348645;Granada housing scheme;;;
13000001;;;;;;https://www.google.com/maps?q=24.82906282,46.7365874;Antiquity 1;;;
13000002;;;;;;https://www.google.com/maps?q=24.82855103,46.73603795;Antiquity 2;;;
13000003;;;;;;https://www.google.com/maps?q=24.82194388,46.60631001;Antiquity 4;;;
13000004;;;;;;https://www.google.com/maps?q=24.75995903,46.65294842;Mandevilla 9;;;
13000005;;;;;;https://www.google.com/maps?q=24.89916783,46.62014299;Rasf Araqah 11;;;
13000006;;;;;;https://www.google.com/maps?q=24.82854639,46.67772302;Infinity 14;;;
13000007;;;;;;https://www.google.com/maps?q=24.82650563,46.6787639;Infinity 16;;;
13000008;;;;;;https://www.google.com/maps?q=24.77160877,46.70970829;Antiquity 18;;;
13000009;;;;;;https://www.google.com/maps?q=24.84270271,46.68158639;Yard 19;;;
13000010;;;;;;https://www.google.com/maps?q=24.68499353,46.64570346;Mandevilla 20;;;
13000011;;;;;;https://www.google.com/maps?q=24.87702975,46.64868785;Yard 21;;;
13000012;;;;;;https://www.google.com/maps?q=24.77424235,46.56799947;Elite 23 Antiquity;;;
13000013;;;;;;https://www.google.com/maps?q=24.77386941,46.56810866;Elite 24 Antiquity;;;
13000014;;;;;;https://www.google.com/maps?q=24.75977475,46.65224143;Rasf Tower;;;
4000002;;;;;;https://www.google.com/maps?q=24.89429489,46.65246191;Safwat Alnarges;;;
13100001;;;;;;https://www.google.com/maps?q=24.72936447,46.66946206;Business Yard;;;
13100002;;;;;;https://www.google.com/maps?q=24.72728467,46.65122855;LEX;;;
13100003;;;;;;https://www.google.com/maps?q=24.75655875,46.65377408;SKYLINE;;;
13100004;;;;;;https://www.google.com/maps?q=24.753239,46.63949457;Takamul;;;
13100005;;;;;;https://www.google.com/maps?q=24.7772208,46.68339518;Sigma;;;
13100006;;;;;;https://www.google.com/maps?q=24.74869452,46.71203134;Heyazah Gate;;;
13100007;;;;;;https://www.google.com/maps?q=24.74363073,46.72438821;WAHA Gate;;;
13100008;;;;;;https://www.google.com/maps?q=24.74546963,46.70751669;WAHA Waves;;;
13100009;;;;;;https://www.google.com/maps?q=24.67602959,46.78293143;Heyazah Compound;;;
13100010;;;;;;https://www.google.com/maps?q=24.76570955,46.70251405;Roofs Villas;;;
13100011;;;;;;https://www.google.com/maps?q=24.83377021,46.6329893;S Tower;;;
13100012;;;;;;https://www.google.com/maps?q=24.73162701,46.6712849;Prime Square;;;
13200001;;;;;;https://maps.app.goo.gl/46eV1MFG9g6JLXYJ9;Kings Gate;;;
13200002;;;;;;https://maps.app.goo.gl/qbRVMxhA6iHen7vJA;Raise;;;
13200003;;;;;;;Nawat Rise;;;
13200004;;;;;;https://maps.app.goo.gl/bFuudXnQ1Ccic7D89;Nawat Tower;;;
13200005;;;;;;;Al Badi'ah Center;;;
13200006;;;;;;;Anas ibn Malik Center;;;
13200007;;;;;;;Allia 1;;;
13200008;;;;;;;Rasen Center;;;
13200009;;;;;;;Tuwaiq Center;;;
13200010;;;;;;;Business center;;;
13200011;;;;;;;Trip center;;;
13200012;;;;;;;Center of Excellence;;;
13200013;;;;;;;Palm Center;;;
13200014;;;;;;;Al Sabala Union;;;
13200015;;;;;;;Al Sabala Center;;;
13200016;;;;;;;North Residence;;;
13200017;;;;;;;North Apart;;;
13200018;;;;;;;Allia +;;;
13200019;;;;;;;Stone;;;
13300001;;;;;;https://maps.app.goo.gl/z4qVGo9jueVZGUcH6;Four Seasons Hotel & Private Residences Jeddah;;;
13300002;;;;;;;Atlantis;;;
13300003;;;;;;;One&Only;;;
6800002;;;;;;https://maps.app.goo.gl/fJyCV6XnQCyRLXbz7;Shetal Tower;;;
6800003;;;;;;https://maps.app.goo.gl/5dFFtTo1io79b4eVA;Abyatona Rise;;;
6800004;;;;;;https://maps.app.goo.gl/cuAttVviZX3xi2hE8;Abyatona Rivora;;;
9700002;;;;;;https://maps.app.goo.gl/mosFe5k5M3k7FSWh7;Ezdihar Hills;;;
9700003;;;;;;https://maps.app.goo.gl/RBXnk54cJZLNKfFt5;Ezdihar Park;;;
9700004;;;;;;https://maps.app.goo.gl/PLAqTQSCHed8pyuc6;Jeddah Cove;;;
