project_id;Area;Floor;BR;Total_price;Sqm_price;date;;;;;;;;;;;;;;;;;
4300001;355;30;3;3 882 000;10 949;;;;;;;;;;;;;;;;;;
4300001;117;29;2;1 494 000;12 793;;;;;;;;;;;;;;;;;;
4300001;70;29;1;1 112 000;15 904;;;;;;;;;;;;;;;;;;
4300001;165;29;3;2 038 000;12 356;;;;;;;;;;;;;;;;;;
4300001;117;28;2;1 516 000;12 982;;;;;;;;;;;;;;;;;;
4300001;70;28;1;1 126 000;16 104;;;;;;;;;;;;;;;;;;
4300001;117;28;2;1 516 000;12 982;;;;;;;;;;;;;;;;;;
4300001;109;15;2;1 360 000;12 529;;;;;;;;;;;;;;;;;;
4300001;165;26;3;1 886 000;11 434;;;;;;;;;;;;;;;;;;
4300001;165;26;3;1 948 000;11 810;;;;;;;;;;;;;;;;;;
4300001;165;26;3;1 916 000;11 616;;;;;;;;;;;;;;;;;;
4300001;153;25;2;1 700 000;11 111;;;;;;;;;;;;;;;;;;
4300001;109;25;2;1 460 000;13 429;;;;;;;;;;;;;;;;;;
4300001;72;25;1;1 064 000;14 725;;;;;;;;;;;;;;;;;;
4300001;72;25;1;1 064 000;14 725;;;;;;;;;;;;;;;;;;
4300001;109;25;2;1 460 000;13 429;;;;;;;;;;;;;;;;;;
4300001;153;25;2;1 680 000;10 980;;;;;;;;;;;;;;;;;;
4300001;72;25;1;1 106 000;15 306;;;;;;;;;;;;;;;;;;
4300001;109;25;2;1 516 000;13 944;;;;;;;;;;;;;;;;;;
4300001;153;25;2;1 706 000;11 150;;;;;;;;;;;;;;;;;;
4300001;145;5;2;1 532 000;10 555;;;;;;;;;;;;;;;;;;
4300001;150;8;2;1 510 000;10 039;;;;;;;;;;;;;;;;;;
4300001;150;8;2;1 562 000;10 384;;;;;;;;;;;;;;;;;;
4300001;111;8;2;1 346 000;12 145;;;;;;;;;;;;;;;;;;
4300001;72;8;1;936 000;12 953;;;;;;;;;;;;;;;;;;
4300001;72;8;1;936 000;12 953;;;;;;;;;;;;;;;;;;
4300001;111;8;2;1 346 000;12 145;;;;;;;;;;;;;;;;;;
4300001;150;8;2;1 536 000;10 211;;;;;;;;;;;;;;;;;;
4300001;145;5;2;1 500 000;10 335;;;;;;;;;;;;;;;;;;
4300001;113;5;2;1 260 000;11 132;;;;;;;;;;;;;;;;;;
4300001;72;5;1;864 000;11 957;;;;;;;;;;;;;;;;;;
4300001;113;5;2;1 260 000;11 132;;;;;;;;;;;;;;;;;;
4300001;145;5;2;1 480 000;10 197;;;;;;;;;;;;;;;;;;
4300001;111;5;2;1 290 000;11 639;;;;;;;;;;;;;;;;;;
4300001;113;5;2;1 316 000;11 626;;;;;;;;;;;;;;;;;;
4300001;72;5;1;906 000;12 538;;;;;;;;;;;;;;;;;;
4300001;113;5;2;1 316 000;11 626;;;;;;;;;;;;;;;;;;
4300001;145;5;2;1 506 000;10 376;;;;;;;;;;;;;;;;;;
4300001;146;2;2;1 470 000;10 103;;;;;;;;;;;;;;;;;;
4300001;113;2;2;1 230 000;10 905;;;;;;;;;;;;;;;;;;
4300001;72;2;1;834 000;11 542;;;;;;;;;;;;;;;;;;
4300001;113;2;2;1 230 000;10 905;;;;;;;;;;;;;;;;;;
4300001;146;2;2;1 450 000;9 966;;;;;;;;;;;;;;;;;;
4300001;146;2;2;1 502 000;10 323;;;;;;;;;;;;;;;;;;
4300001;113;2;2;1 286 000;11 402;;;;;;;;;;;;;;;;;;
4300001;72;2;1;876 000;12 123;;;;;;;;;;;;;;;;;;
4300001;72;2;1;934 000;12 926;;;;;;;;;;;;;;;;;;
4300001;153;15;2;1 580 000;10 328;;;;;;;;;;;;;;;;;;
4300001;153;15;2;1 632 000;10 668;;;;;;;;;;;;;;;;;;
4300001;109;15;2;1 416 000;13 045;;;;;;;;;;;;;;;;;;
4300001;72;15;1;1 006 000;13 922;;;;;;;;;;;;;;;;;;
4300001;72;15;1;1 006 000;13 922;;;;;;;;;;;;;;;;;;
4300001;109;15;2;1 416 000;13 045;;;;;;;;;;;;;;;;;;
4300001;153;15;2;1 606 000;10 498;;;;;;;;;;;;;;;;;;
4300001;72;14;1;996 000;13 784;;;;;;;;;;;;;;;;;;
4300001;72;14;1;996 000;13 784;;;;;;;;;;;;;;;;;;
4300001;72;13;1;986 000;13 645;;;;;;;;;;;;;;;;;;
4300001;148;12;2;1 570 000;10 601;;;;;;;;;;;;;;;;;;
4300001;113;12;2;1 330 000;11 750;;;;;;;;;;;;;;;;;;
4300001;125;2;2;1 286 000;10 276;;;;;;;;;;;;;;;;;;
4300001;72;12;1;934 000;12 926;;;;;;;;;;;;;;;;;;
4300001;148;12;2;1 550 000;10 466;;;;;;;;;;;;;;;;;;
4300001;148;12;2;1 602 000;10 817;;;;;;;;;;;;;;;;;;
4300001;113;12;2;1 386 000;12 245;;;;;;;;;;;;;;;;;;
4300001;72;12;1;976 000;13 507;;;;;;;;;;;;;;;;;;
4300001;72;12;1;976 000;13 507;;;;;;;;;;;;;;;;;;
4300001;113;12;2;1 386 000;12 245;;;;;;;;;;;;;;;;;;
4300001;72;10;1;956 000;13 230;;;;;;;;;;;;;;;;;;
4300001;72;10;1;956 000;13 230;;;;;;;;;;;;;;;;;;
4300001;150;8;2;1 530 000;10 172;;;;;;;;;;;;;;;;;;
4300001;111;8;2;1 290 000;11 639;;;;;;;;;;;;;;;;;;
4900001;59;12;1;1 736 333;29 605;;;;;;;;;;;;;;;;;;
4900001;83;4;1;2 385 971;28 830;;;;;;;;;;;;;;;;;;
4900001;131;3;2;3 388 088;25 885;;;;;;;;;;;;;;;;;;
4900001;59;1;1;2 045 419;34 875;;;;;;;;;;;;;;;;;;
4900001;59;24;1;2 027 237;34 565;;;;;;;;;;;;;;;;;;
4900001;136;22;2;4 097 500;30 109;;;;;;;;;;;;;;;;;;
4900001;86;21;1;2 580 147;29 946;;;;;;;;;;;;;;;;;;
4900001;91;18;1;2 736 166;29 946;;;;;;;;;;;;;;;;;;
4900001;83;16;1;2 478 331;29 946;;;;;;;;;;;;;;;;;;
4900001;59;13;1;1 736 333;29 605;;;;;;;;;;;;;;;;;;
4900001;91;6;1;2 634 197;28 830;;;;;;;;;;;;;;;;;;
4900001;136;10;2;3 227 374;23 715;;;;;;;;;;;;;;;;;;
4900001;86;9;1;2 457 283;28 520;;;;;;;;;;;;;;;;;;
4900001;91;6;1;2 605 872;28 520;;;;;;;;;;;;;;;;;;
4900001;83;4;1;2 360 315;28 520;;;;;;;;;;;;;;;;;;
4900001;131;3;2;3 347 512;25 575;;;;;;;;;;;;;;;;;;
4900001;59;1;1;2 027 237;34 565;;;;;;;;;;;;;;;;;;
4900001;59;24;1;2 018 147;34 410;;;;;;;;;;;;;;;;;;
4900001;136;22;2;4 075 351;29 946;;;;;;;;;;;;;;;;;;
4900001;86;21;1;2 566 125;29 783;;;;;;;;;;;;;;;;;;
4900001;59;1;1;2 054 510;35 030;;;;;;;;;;;;;;;;;;
4900001;118;20;2;3 844 806;32 550;;;;;;;;;;;;;;;;;;
4900001;96;11;1;2 924 337;30 535;;;;;;;;;;;;;;;;;;
4900001;118;9;2;3 258 931;27 590;;;;;;;;;;;;;;;;;;
4900001;110;7;2;3 232 138;29 450;;;;;;;;;;;;;;;;;;
4900001;87;3;1;3 021 570;34 875;;;;;;;;;;;;;;;;;;
4900001;136;10;2;3 290 656;24 180;;;;;;;;;;;;;;;;;;
4900001;86;9;1;2 497 348;28 985;;;;;;;;;;;;;;;;;;
4900001;91;6;1;2 648 359;28 985;;;;;;;;;;;;;;;;;;
4900001;83;4;1;2 398 799;28 985;;;;;;;;;;;;;;;;;;
4900001;91;18;1;2 721 296;29 783;;;;;;;;;;;;;;;;;;
4900001;59;24;1;2 045 419;34 875;;;;;;;;;;;;;;;;;;
4900001;136;22;2;4 141 797;30 434;;;;;;;;;;;;;;;;;;
4900001;86;21;1;2 608 192;30 271;;;;;;;;;;;;;;;;;;
4900001;91;18;1;2 765 907;30 272;;;;;;;;;;;;;;;;;;
4900001;83;16;1;2 505 269;30 271;;;;;;;;;;;;;;;;;;
4900001;131;15;2;3 301 864;25 226;;;;;;;;;;;;;;;;;;
4900001;59;13;1;1 754 515;29 915;;;;;;;;;;;;;;;;;;
4900001;136;10;2;3 269 562;24 025;;;;;;;;;;;;;;;;;;
4900001;86;9;1;2 483 993;28 830;;;;;;;;;;;;;;;;;;
4900001;83;4;1;2 320 710;28 055;;;;;;;;;;;;;;;;;;
4900001;131;3;2;3 306 936;25 265;;;;;;;;;;;;;;;;;;
4900001;59;1;1;2 009 056;34 255;;;;;;;;;;;;;;;;;;
4900001;136;22;2;4 031 054;29 621;;;;;;;;;;;;;;;;;;
4900001;86;21;1;2 538 080;29 458;;;;;;;;;;;;;;;;;;
4900001;90;18;1;2 640 887;29 458;;;;;;;;;;;;;;;;;;
4900001;83;16;1;2 436 745;29 458;;;;;;;;;;;;;;;;;;
4900001;131;14;2;3 195 352;24 412;;;;;;;;;;;;;;;;;;
4900001;59;12;1;1 709 061;29 140;;;;;;;;;;;;;;;;;;
4900001;136;10;2;3 164 093;23 250;;;;;;;;;;;;;;;;;;
4900001;83;4;1;2 334 660;28 210;;;;;;;;;;;;;;;;;;
4900001;59;2;1;1 999 965;34 100;;;;;;;;;;;;;;;;;;
4900001;90;18;1;2 801 383;31 248;;;;;;;;;;;;;;;;;;
4900001;83;16;1;2 584 835;31 248;;;;;;;;;;;;;;;;;;
4900001;131;14;2;3 429 678;26 203;;;;;;;;;;;;;;;;;;
4900001;59;13;1;1 809 059;30 845;;;;;;;;;;;;;;;;;;
4900001;59;12;1;1 809 059;30 845;;;;;;;;;;;;;;;;;;
4900001;136;11;2;3 895 101;28 622;;;;;;;;;;;;;;;;;;
4900001;86;9;1;2 955 466;34 302;;;;;;;;;;;;;;;;;;
4900001;93;8;1;3 097 421;33 273;;;;;;;;;;;;;;;;;;
4900001;86;21;1;2 552 102;29 620;;;;;;;;;;;;;;;;;;
4900001;59;12;1;1 727 243;29 450;;;;;;;;;;;;;;;;;;
4900001;136;10;2;3 206 280;23 560;;;;;;;;;;;;;;;;;;
4900001;86;9;1;2 443 928;28 365;;;;;;;;;;;;;;;;;;
4900001;91;6;1;2 591 710;28 365;;;;;;;;;;;;;;;;;;
4900001;83;4;1;2 347 487;28 365;;;;;;;;;;;;;;;;;;
4900001;131;3;2;3 327 224;25 420;;;;;;;;;;;;;;;;;;
4900001;59;1;1;2 018 147;34 410;;;;;;;;;;;;;;;;;;
4900001;59;24;1;2 009 056;34 255;;;;;;;;;;;;;;;;;;
4900001;136;22;2;4 053 202;29 783;;;;;;;;;;;;;;;;;;
4900001;90;6;1;3 037 008;33 876;;;;;;;;;;;;;;;;;;
4900001;91;18;1;2 706 425;29 620;;;;;;;;;;;;;;;;;;
4900001;83;16;1;2 451 393;29 621;;;;;;;;;;;;;;;;;;
4900001;131;15;2;3 216 654;24 575;;;;;;;;;;;;;;;;;;
4900001;59;13;1;1 718 152;29 295;;;;;;;;;;;;;;;;;;
4900001;59;12;1;1 718 152;29 295;;;;;;;;;;;;;;;;;;
4900001;136;10;2;3 185 186;23 405;;;;;;;;;;;;;;;;;;
4900001;86;9;1;2 430 574;28 210;;;;;;;;;;;;;;;;;;
4900001;91;6;1;2 577 548;28 210;;;;;;;;;;;;;;;;;;
1500002;70;;1;1 231 000;17 468;29.12.2025;;;;;;;;;;;;;;;;;
1500002;64;;1;1 221 000;18 948;29.12.2025;;;;;;;;;;;;;;;;;
1500002;70;;1;1 231 000;17 468;29.12.2025;;;;;;;;;;;;;;;;;
1500002;70;;1;1 231 000;17 468;29.12.2025;;;;;;;;;;;;;;;;;
1500002;70;;1;1 231 000;17 468;29.12.2025;;;;;;;;;;;;;;;;;
1500002;70;;1;1 231 000;17 468;29.12.2025;;;;;;;;;;;;;;;;;
1500002;64;;1;1 221 000;18 948;29.12.2025;;;;;;;;;;;;;;;;;
1500002;70;;1;1 231 000;17 468;29.12.2025;;;;;;;;;;;;;;;;;
1500002;215;;3;3 830 000;17 793;29.12.2025;;;;;;;;;;;;;;;;;
1500002;207;;3;3 691 000;17 865;29.12.2025;;;;;;;;;;;;;;;;;
1500002;207;;3;3 691 000;17 865;29.12.2025;;;;;;;;;;;;;;;;;
1500002;215;;3;3 830 000;17 793;29.12.2025;;;;;;;;;;;;;;;;;
1500002;215;;3;3 830 000;17 793;29.12.2025;;;;;;;;;;;;;;;;;
1500002;207;;3;3 691 000;17 865;29.12.2025;;;;;;;;;;;;;;;;;
1500002;207;;3;3 691 000;17 865;29.12.2025;;;;;;;;;;;;;;;;;
1500002;215;;3;3 830 000;17 793;29.12.2025;;;;;;;;;;;;;;;;;
1500002;215;;3;3 830 000;17 793;29.12.2025;;;;;;;;;;;;;;;;;
1500002;207;;3;3 691 000;17 865;29.12.2025;;;;;;;;;;;;;;;;;
1500002;207;;3;3 691 000;17 865;29.12.2025;;;;;;;;;;;;;;;;;
1500002;86;;1;1 262 000;14 627;29.12.2025;;;;;;;;;;;;;;;;;
1500002;86;;1;1 262 000;14 627;29.12.2025;;;;;;;;;;;;;;;;;
1500002;86;;1;1 262 000;14 627;29.12.2025;;;;;;;;;;;;;;;;;
1500002;86;;1;1 262 000;14 627;29.12.2025;;;;;;;;;;;;;;;;;
1500002;69;;1;1 144 000;16 686;29.12.2025;;;;;;;;;;;;;;;;;
1500002;74;;1;1 232 000;16 617;29.12.2025;;;;;;;;;;;;;;;;;
1500002;84;;1;1 400 000;16 613;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 123 000;19 256;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;59;;1;1 248 000;21 117;29.12.2025;;;;;;;;;;;;;;;;;
1500002;50;;1;1 118 000;22 347;29.12.2025;;;;;;;;;;;;;;;;;
1500002;109;;2;1 852 000;17 010;29.12.2025;;;;;;;;;;;;;;;;;
1500002;75;;1;1 342 000;17 860;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 500 000;16 478;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 071 000;18 276;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 071 000;18 276;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 371 000;17 656;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 292 000;19 704;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 071 000;18 276;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 071 000;18 276;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 334 000;17 180;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 247 000;19 018;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 334 000;17 180;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 031 000;17 923;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 031 000;17 923;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 138 000;19 513;29.12.2025;;;;;;;;;;;;;;;;;
1500002;65;;1;1 313 000;20 166;29.12.2025;;;;;;;;;;;;;;;;;
1500002;65;;1;1 354 000;20 796;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 138 000;19 513;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 195 000;15 354;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 167 000;20 010;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 308 000;16 806;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 446 000;15 885;29.12.2025;;;;;;;;;;;;;;;;;
1500002;75;;1;1 369 000;18 219;29.12.2025;;;;;;;;;;;;;;;;;
1500002;120;;3;2 562 000;21 293;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 261 000;16 202;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 261 000;16 202;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 261 000;16 202;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 261 000;16 202;29.12.2025;;;;;;;;;;;;;;;;;
1500002;81;;1;1 316 000;16 283;29.12.2025;;;;;;;;;;;;;;;;;
1500002;146;;3;2 610 000;17 818;29.12.2025;;;;;;;;;;;;;;;;;
1500002;84;;1;1 405 000;16 673;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;59;;1;1 251 000;21 168;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 505 000;16 533;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 077 000;18 329;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 077 000;18 329;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 296 000;19 765;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 077 000;18 329;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 077 000;18 329;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 338 000;17 231;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 251 000;19 079;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 038 000;17 984;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 038 000;17 984;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 142 000;19 582;29.12.2025;;;;;;;;;;;;;;;;;
1500002;65;;1;1 317 000;20 227;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 904 000;17 310;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 904 000;17 310;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 171 000;20 079;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 904 000;17 310;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 904 000;17 310;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 171 000;20 079;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 313 000;16 870;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 451 000;15 940;29.12.2025;;;;;;;;;;;;;;;;;
1500002;75;;1;1 374 000;18 286;29.12.2025;;;;;;;;;;;;;;;;;
1500002;120;;3;2 570 000;21 360;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 266 000;16 266;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 266 000;16 266;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 266 000;16 266;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 266 000;16 266;29.12.2025;;;;;;;;;;;;;;;;;
1500002;81;;1;1 321 000;16 345;29.12.2025;;;;;;;;;;;;;;;;;
1500002;146;;3;2 619 000;17 880;29.12.2025;;;;;;;;;;;;;;;;;
1500002;84;;1;1 410 000;16 732;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;50;;1;1 124 000;22 467;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 511 000;16 599;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 084 000;18 390;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 084 000;18 390;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 300 000;19 826;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 084 000;18 390;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 084 000;18 390;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 343 000;17 296;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 255 000;19 140;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 044 000;18 037;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 044 000;18 037;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;65;;1;1 321 000;20 289;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 914 000;17 370;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 914 000;17 370;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;58;;1;1 175 000;20 147;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 914 000;17 370;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 914 000;17 370;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 318 000;16 934;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 460 000;16 039;29.12.2025;;;;;;;;;;;;;;;;;
1500002;75;;1;1 378 000;18 339;29.12.2025;;;;;;;;;;;;;;;;;
1500002;120;;3;2 576 000;21 410;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 270 000;16 318;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 270 000;16 318;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 270 000;16 318;29.12.2025;;;;;;;;;;;;;;;;;
1500002;146;;3;2 628 000;17 941;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 516 000;16 654;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 090 000;18 443;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 090 000;18 443;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 090 000;18 443;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 348 000;17 360;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 259 000;19 201;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 051 000;18 099;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 081 000;18 364;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;65;;1;1 326 000;20 366;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 924 000;17 430;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 924 000;17 430;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 924 000;17 430;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 924 000;17 430;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 322 000;16 986;29.12.2025;;;;;;;;;;;;;;;;;
1500002;75;;1;1 383 000;18 406;29.12.2025;;;;;;;;;;;;;;;;;
1500002;120;;3;2 585 000;21 484;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 275 000;16 382;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 275 000;16 382;29.12.2025;;;;;;;;;;;;;;;;;
1500002;146;;3;2 637 000;18 002;29.12.2025;;;;;;;;;;;;;;;;;
1500002;50;;1;1 130 000;22 586;29.12.2025;;;;;;;;;;;;;;;;;
1500002;91;;1;1 522 000;16 720;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 097 000;18 505;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 097 000;18 505;29.12.2025;;;;;;;;;;;;;;;;;
1500002;66;;1;1 263 000;19 262;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 057 000;18 152;29.12.2025;;;;;;;;;;;;;;;;;
1500002;113;;2;2 057 000;18 152;29.12.2025;;;;;;;;;;;;;;;;;
1500002;276;;3;6 851 000;24 804;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 327 000;17 050;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 327 000;17 050;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 934 000;17 489;29.12.2025;;;;;;;;;;;;;;;;;
1500002;168;;3;2 934 000;17 489;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 327 000;17 050;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 327 000;17 050;29.12.2025;;;;;;;;;;;;;;;;;
1500002;75;;1;1 387 000;18 459;29.12.2025;;;;;;;;;;;;;;;;;
1500002;81;;1;1 335 000;16 518;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 336 000;17 166;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 336 000;17 166;29.12.2025;;;;;;;;;;;;;;;;;
1500002;78;;1;1 336 000;17 166;29.12.2025;;;;;;;;;;;;;;;;;
